ELECAUDITFINDINGSID,ELECAUDITSID,AUDITYEAR,DBKEY,REPORTID,VERSION,QCOSTS,OTHERFINDINGS,SIGNIFICANTDEFICIENCY,MATERIALWEAKNESS,OTHERNONCOMPLIANCE,TYPEREQUIREMENT,FINDINGREFNUMS,MODIFIEDOPINION,REPEATFINDING,PRIORFINDINGREFNUMS
2620072,32414435,2020,117467,862171,1,N,N,N,Y,N,L,2020-003,Y,Y,2019-003
2620078,32414450,2020,117467,862171,1,N,N,N,Y,N,E,2020-001,N,Y,2019-001
2620075,32414436,2020,117467,862171,1,N,N,Y,N,Y,C,2020-002,N,Y,2019-002
2620070,32414435,2020,117467,862171,1,N,N,N,Y,N,L,2020-003,Y,Y,2019-003
2620076,32414450,2020,117467,862171,1,N,N,N,Y,N,E,2020-001,N,Y,2019-001
2878885,34289360,2020,176876,918267,1,Y,N,Y,N,N,N,2020-001,N,N,
2611606,32335737,2020,210892,858518,1,N,N,N,Y,N,P,2020-009,Y,N,
2611605,32335737,2020,210892,858518,1,N,N,N,Y,N,P,2020-008,Y,N,
2611607,32335737,2020,210892,858518,1,N,N,N,Y,N,P,2020-010,Y,N,
2816358,33787920,2020,248580,895654,1,N,N,Y,N,N,B,2020-001,N,N,
2630846,32593096,2020,117065,870411,1,N,N,Y,N,Y,L,2020-003,N,N,
2758532,33494299,2020,66417,886305,1,Y,N,N,N,Y,AB,2020-001,N,N,
2758533,33494301,2020,66417,886305,1,Y,N,N,N,Y,AB,2020-001,N,N,
2626922,32485165,2020,151978,866780,1,N,N,Y,N,N,B,2020-001,N,N,
2626923,32485175,2020,151978,866780,1,N,N,Y,N,N,B,2020-001,N,Y,2019-002
2629784,32555290,2020,250115,869555,1,Y,N,N,Y,N,L,2020-003,Y,N,
2629785,32555290,2020,250115,869555,1,Y,N,N,Y,N,B,2020-004,Y,N,
3200271,36700952,2020,191213,877004,1,N,N,N,Y,N,J,2020-003,Y,N,
3200272,36700953,2020,191213,877004,1,N,N,N,Y,N,J,2020-003,Y,N,
3200273,36700954,2020,191213,877004,1,N,N,N,Y,N,J,2020-003,Y,N,
3200274,36700955,2020,191213,877004,1,N,N,N,Y,N,J,2020-003,Y,N,
3200275,36700956,2020,191213,877004,1,N,N,N,Y,N,J,2020-003,Y,N,
3200276,36700957,2020,191213,877004,1,N,N,N,Y,N,J,2020-003,Y,N,
2664289,32974487,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664290,32974488,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664291,32974489,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664292,32974490,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664293,32974491,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664294,32974492,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664295,32974493,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664276,32974474,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664277,32974475,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664278,32974476,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664279,32974477,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664280,32974478,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664281,32974479,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664282,32974480,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664283,32974481,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664284,32974482,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664285,32974483,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664286,32974484,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664287,32974485,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664288,32974486,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664296,32974494,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664297,32974495,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664298,32974496,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664299,32974497,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664300,32974498,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664301,32974499,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664302,32974500,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664303,32974501,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664304,32974502,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664305,32974503,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664306,32974504,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664307,32974505,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664308,32974506,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664309,32974507,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664310,32974508,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664311,32974509,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664312,32974510,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664313,32974511,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2664314,32974512,2020,211781,878199,1,N,N,Y,N,Y,H,2020-001,N,Y,2019-001
2629906,32559781,2020,250129,869615,1,N,N,Y,N,N,E,2020-001,N,N,
2629907,32559781,2020,250129,869615,1,N,N,Y,N,N,G,2020-002,N,N,
2768560,33519687,2020,170685,886946,1,N,N,N,Y,N,N,2020-001,Y,N,
2594153,32190665,2020,197095,848597,1,N,N,N,Y,N,P,2020-002,N,Y,2019-002
2594151,32190664,2020,197095,848597,1,N,N,N,Y,N,P,2020-002,N,Y,2019-002
2594152,32190665,2020,197095,848597,1,N,N,N,Y,N,P,2020-001,N,Y,2019-001
2594150,32190664,2020,197095,848597,1,N,N,N,Y,N,P,2020-001,N,Y,2019-001
2625357,32452384,2020,200256,865396,1,N,N,N,Y,N,M,2020-002,Y,Y,2019-002
2625356,32452383,2020,200256,865396,1,N,N,N,Y,N,M,2020-002,Y,Y,2019-002
2625358,32452385,2020,200256,865396,1,N,N,N,Y,N,M,2020-002,Y,Y,2019-002
2677243,33196449,2020,200256,865396,1,N,N,N,Y,N,M,2020-002,Y,Y,2019-002
2677244,33196450,2020,200256,865396,1,N,N,N,Y,N,M,2020-002,Y,Y,2019-002
2677245,33196451,2020,200256,865396,1,N,N,N,Y,N,M,2020-002,Y,Y,2019-002
2661852,32951102,2020,11308,877899,1,N,N,Y,N,Y,N,2020-001,N,N,
2776652,33592774,2020,250792,888726,1,N,N,Y,N,N,A,2020-001,N,N,
2692410,33375749,2020,181374,883033,2,N,N,Y,N,Y,N,2020-001,N,Y,2019-001
2692411,33375750,2020,181374,883033,2,N,N,Y,N,Y,N,2020-001,N,Y,2019-001
2692412,33375751,2020,181374,883033,2,N,N,Y,N,Y,N,2020-001,N,Y,2019-001
2692413,33375752,2020,181374,883033,2,N,N,Y,N,Y,N,2020-001,N,Y,2019-001
2896627,34436384,2020,252669,922010,1,Y,N,Y,N,N,B,2020-001,N,N,
2896628,34436388,2020,252669,922010,1,Y,N,Y,N,N,B,2020-001,Y,N,
2644649,32792561,2020,140543,874185,1,N,N,Y,N,N,E,2020-001,N,Y,2019-001
2644650,32792561,2020,140543,874185,1,N,N,Y,N,N,N,2020-002,N,N,
3004421,35120425,2020,164877,938056,1,N,N,N,Y,N,ABCG,2020-013,N,Y,2019-013
3004420,35120425,2020,164877,938056,1,N,N,N,Y,N,ABCG,2020-012,N,Y,2019-012
3004419,35120425,2020,164877,938056,1,N,N,N,Y,N,ABCG,2020-011,N,Y,2019-011
2638985,32704324,2020,183261,873481,1,N,N,N,N,Y,P,2020-001,N,N,
2922963,34654691,2020,247554,926625,1,N,N,N,N,Y,L,2020-003,N,Y,2019-003
2922982,34654711,2020,247554,926625,1,N,N,N,Y,N,E,2020-002,N,N,
2922964,34654691,2020,247554,926625,1,N,N,N,N,Y,J,2020-004,N,Y,2019-004
2922981,34654711,2020,247554,926625,1,N,N,Y,N,Y,B,2020-001,N,Y,2019-001
3075244,35632888,2020,255965,955462,1,N,N,Y,N,N,C,2020-002,N,N,
