ELECAUDITFINDINGSID,ELECAUDITSID,AUDITYEAR,DBKEY,REPORTID,VERSION,QCOSTS,OTHERFINDINGS,SIGNIFICANTDEFICIENCY,MATERIALWEAKNESS,OTHERNONCOMPLIANCE,TYPEREQUIREMENT,FINDINGREFNUMS,MODIFIEDOPINION,REPEATFINDING,PRIORFINDINGREFNUMS
1578535,27712085,2017,176110,739929,1,N,N,N,Y,N,E,2017-002,Y,Y,2016-001
1678191,28225669,2017,169817,753053,1,N,N,N,Y,N,BL,2017-004,N,Y,2016-002
1678192,28225671,2017,169817,753053,1,N,N,N,Y,N,BL,2017-004,N,Y,2016-002
1678193,28225674,2017,169817,753053,1,N,N,N,Y,N,BL,2017-004,N,Y,2016-002
1859906,28842697,2017,229197,758942,2,Y,N,Y,N,Y,L,2017-003,N,N,
1683807,28282921,2017,81316,754067,1,N,N,N,N,Y,N,2017-002,N,Y,2016-002
1683787,28282794,2017,81316,754067,1,N,N,N,N,Y,N,2017-002,N,Y,2016-002
1683802,28282909,2017,81316,754067,1,Y,N,N,N,Y,N,2017-001,N,N,
1683788,28282797,2017,81316,754067,1,Y,N,N,N,Y,N,2017-001,N,N,
1683804,28282915,2017,81316,754067,1,Y,N,N,N,Y,N,2017-001,N,N,
1683805,28282915,2017,81316,754067,1,N,N,N,N,Y,N,2017-002,N,Y,2016-002
1683806,28282921,2017,81316,754067,1,Y,N,N,N,Y,N,2017-001,N,N,
1683786,28282794,2017,81316,754067,1,Y,N,N,N,Y,N,2017-001,N,N,
1683801,28282873,2017,81316,754067,1,N,N,N,N,Y,N,2017-002,N,Y,2016-002
1683789,28282797,2017,81316,754067,1,N,N,N,N,Y,N,2017-002,N,Y,2016-002
1683800,28282873,2017,81316,754067,1,Y,N,N,N,Y,N,2017-001,N,N,
1683803,28282909,2017,81316,754067,1,N,N,N,N,Y,N,2017-002,N,Y,2016-002
1589131,27764702,2017,169011,741607,1,N,N,N,Y,Y,N,2017-001,N,N,
1569421,27594490,2017,141758,738179,1,Y,Y,N,N,N,BL,2017-003,N,N,
1569420,27594490,2017,141758,738179,1,Y,Y,N,N,N,AL,2017-002,N,N,
1956705,29190750,2017,150729,770926,1,N,N,N,Y,N,E,2017-001,Y,N,
1991284,29429728,2017,197681,780190,1,N,N,N,Y,Y,I,2017-002,N,Y,2015-003
1991286,29429729,2017,197681,780190,1,N,N,N,Y,Y,I,2017-002,N,Y,2015-003
1991290,29429730,2017,197681,780190,1,N,N,N,Y,Y,I,2017-002,N,Y,2015-003
1991293,29429724,2017,197681,780190,1,N,N,N,Y,N,L,2017-003,N,Y,2015-004
1991295,29429726,2017,197681,780190,1,N,N,N,Y,N,L,2017-003,N,Y,2015-004
1991280,29429727,2017,197681,780190,1,N,N,N,Y,Y,B,2017-001,N,Y,2015-001
1993499,29429727,2017,197681,780190,1,N,N,N,Y,Y,I,2017-002,N,Y,2015-003
1993500,29429729,2017,197681,780190,1,N,N,N,Y,Y,B,2017-001,N,Y,2015-001
1991292,29429723,2017,197681,780190,1,N,N,N,Y,N,L,2017-003,N,Y,2015-004
1991294,29429725,2017,197681,780190,1,N,N,N,Y,N,L,2017-003,N,Y,2015-004
1571310,27639705,2017,213817,738889,1,N,N,N,Y,Y,B,2017-001,N,Y,2016-001
1571311,27639705,2017,213817,738889,1,Y,N,N,Y,N,B,2017-002,Y,N,
1929237,29092461,2017,222449,766529,1,N,N,N,Y,N,P,2017-001,Y,Y,2016-001
2425051,31384062,2017,227957,829235,1,Y,N,N,Y,N,ABCHIJLN,2017-005,Y,Y,2016-005
2425055,31384062,2017,227957,829235,1,Y,N,Y,N,N,ABCHIJLN,2017-009,Y,N,
2425056,31384062,2017,227957,829235,1,Y,N,N,Y,N,ABCHIJLN,2017-010,Y,N,
2425052,31384062,2017,227957,829235,1,Y,N,Y,N,N,ABCHIJLN,2017-006,Y,Y,2016-006
2425047,31384062,2017,227957,829235,1,N,N,N,Y,N,ABCHIJLN,2017-001,Y,Y,2016-001
2425054,31384062,2017,227957,829235,1,Y,N,Y,N,N,ABCHIJLN,2017-008,Y,Y,2016-008
2425049,31384062,2017,227957,829235,1,Y,N,Y,N,N,ABCHIJLN,2017-003,Y,Y,2016-003
2425050,31384062,2017,227957,829235,1,Y,N,Y,N,N,ABCHIJLN,2017-004,Y,Y,2016-004
2425053,31384062,2017,227957,829235,1,Y,N,Y,N,N,ABCHIJLN,2017-007,Y,Y,2016-007
2425048,31384062,2017,227957,829235,1,N,N,Y,N,N,ABCHIJLN,2017-002,Y,Y,2016-002
1759532,28168778,2017,130556,751438,1,N,N,Y,N,Y,I,2017-001,N,Y,2016-001
1668037,28168786,2017,130556,751438,1,N,N,Y,N,Y,I,2017-001,N,Y,2016-001
1668038,28168787,2017,130556,751438,1,N,N,Y,N,Y,I,2017-001,N,Y,2016-001
1668039,28168788,2017,130556,751438,1,N,N,Y,N,Y,I,2017-001,N,Y,2016-001
1668040,28168789,2017,130556,751438,1,N,N,Y,N,Y,I,2017-001,N,Y,2016-001
1668041,28168790,2017,130556,751438,1,N,N,Y,N,Y,I,2017-001,N,Y,2016-001
1759533,28168781,2017,130556,751438,1,N,N,Y,N,Y,I,2017-001,N,Y,2016-001
1971783,29267381,2017,237414,775442,1,Y,N,N,Y,N,N,2017-001,Y,N,
1589350,27767473,2017,62050,730248,1,N,N,N,N,Y,N,2017-003,N,Y,2016-003
1667587,28158793,2017,246766,751187,1,N,N,N,N,Y,L,2017-010,N,Y,2016-010
1667588,28158793,2017,246766,751187,1,N,N,N,N,Y,E,2017-020,N,Y,2016-020
1869707,28931645,2017,244433,763386,1,N,N,Y,N,Y,N,2017-001,N,Y,2016-001
1869708,28931645,2017,244433,763386,1,N,N,N,Y,Y,I,2017-002,N,N,
1869709,28931645,2017,244433,763386,1,Y,N,Y,N,Y,AB,2017-003,N,N,
1869710,28931646,2017,244433,763386,1,N,N,Y,N,Y,N,2017-001,N,Y,2016-001
1869711,28931646,2017,244433,763386,1,N,N,N,Y,Y,I,2017-002,N,N,
1869712,28931646,2017,244433,763386,1,Y,N,Y,N,Y,AB,2017-003,N,N,
1603810,27904616,2017,144667,745822,1,N,N,N,Y,N,ABEILN,2017-001,N,Y,2016-001
1603816,27904634,2017,144667,745822,1,N,N,N,Y,N,ABHIL,2017-001,N,Y,2016-001
1603814,27904623,2017,144667,745822,1,N,N,N,Y,N,ABEILN,2017-001,N,Y,2016-001
1603815,27904625,2017,144667,745822,1,N,N,N,Y,N,ABEILN,2017-001,N,Y,2016-001
1965653,29229925,2017,102964,773333,1,N,N,N,N,Y,C,2017-001,N,Y,2016-007
1965651,29229923,2017,102964,773333,1,N,N,N,N,Y,C,2017-001,N,Y,2016-007
1965652,29229924,2017,102964,773333,1,N,N,N,N,Y,C,2017-001,N,Y,2016-007
1830785,28738064,2017,193478,758240,1,Y,N,N,Y,N,E,2017-002,Y,N,
1830197,28734537,2017,193478,758240,1,Y,N,N,Y,N,E,2017-002,Y,N,
1830784,28738042,2017,193478,758240,1,Y,N,N,Y,N,E,2017-002,Y,N,
