ELECAUDITFINDINGSID,ELECAUDITSID,AUDITYEAR,DBKEY,REPORTID,VERSION,QCOSTS,OTHERFINDINGS,SIGNIFICANTDEFICIENCY,MATERIALWEAKNESS,OTHERNONCOMPLIANCE,TYPEREQUIREMENT,FINDINGREFNUMS,MODIFIEDOPINION,REPEATFINDING,PRIORFINDINGREFNUMS
1730371,28367870,2016,199314,755477,1,Y,N,N,Y,Y,AB,2016-001,N,Y,2015-001
1730372,28367870,2016,199314,755477,1,N,N,Y,N,Y,I,2016-003,N,Y,2015-003
1730373,28367871,2016,199314,755477,1,Y,N,N,Y,Y,AB,2016-001,N,Y,2015-001
1730374,28367871,2016,199314,755477,1,N,N,Y,N,Y,I,2016-003,N,Y,2015-003
1730375,28367872,2016,199314,755477,1,Y,N,N,Y,Y,AB,2016-001,N,Y,2015-001
1730376,28367872,2016,199314,755477,1,N,N,Y,N,Y,I,2016-003,N,Y,2015-003
1730377,28367873,2016,199314,755477,1,Y,N,N,Y,N,AB,2016-001,Y,Y,2015-001
1730378,28367873,2016,199314,755477,1,Y,N,N,Y,N,AB,2016-002,Y,Y,2015-002
1730379,28367873,2016,199314,755477,1,N,N,Y,N,Y,I,2016-003,N,Y,2015-003
1730380,28367873,2016,199314,755477,1,N,N,N,Y,N,N,2016-006,Y,Y,2015-008
1730381,28367874,2016,199314,755477,1,Y,N,N,Y,Y,AB,2016-001,N,Y,2015-001
1730382,28367875,2016,199314,755477,1,Y,N,N,Y,Y,AB,2016-001,N,Y,2015-001
1730383,28367876,2016,199314,755477,1,Y,N,N,Y,N,AB,2016-001,Y,Y,2015-001
1730384,28367876,2016,199314,755477,1,Y,N,N,Y,N,AB,2016-002,Y,Y,2015-002
1730385,28367876,2016,199314,755477,1,N,N,Y,N,Y,I,2016-003,N,Y,2015-003
1730386,28367877,2016,199314,755477,1,Y,N,N,Y,Y,AB,2016-001,N,Y,2015-001
1730387,28367877,2016,199314,755477,1,Y,N,N,Y,Y,AB,2016-002,N,Y,2015-002
1075448,26360063,2016,66282,709271,1,N,N,N,N,Y,L,2016-001,N,Y,2015-002
1059988,26142925,2016,147547,702957,1,N,N,Y,N,Y,E,2016-001,N,N,
1556864,27520945,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556863,27520944,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556862,27520943,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556861,27520942,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556860,27520941,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556856,27520937,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556855,27520936,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556854,27520935,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556853,27520934,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556852,27520933,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556851,27520932,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556850,27520931,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556849,27520930,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556848,27520929,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556847,27520928,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556846,27520927,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556845,27520926,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556844,27520925,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556843,27520924,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556842,27520923,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556841,27520922,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556840,27520921,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556839,27520920,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556838,27520919,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556837,27520918,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556836,27520917,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556835,27520916,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556834,27520915,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556833,27520914,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556832,27520913,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556831,27520912,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556830,27520911,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556829,27520910,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556828,27520909,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556827,27520908,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556826,27520907,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556825,27520906,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556824,27520905,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556823,27520904,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556822,27520903,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556821,27520902,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556820,27520901,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556819,27520900,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556818,27520899,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556817,27520898,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556816,27520897,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556815,27520896,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556814,27520895,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556813,27520894,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556812,27520893,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556859,27520940,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556858,27520939,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1556857,27520938,2016,152842,727714,1,N,N,Y,N,Y,B,2016-007,N,N,
1468246,27094290,2016,184349,715471,2,Y,N,Y,N,Y,E,2016-001,N,Y,2015-001
1184348,26557826,2016,226261,712367,1,N,N,N,Y,N,N,2016-006,Y,Y,2015-005
1195093,26557826,2016,226261,712367,1,N,N,N,Y,N,N,2016-008,Y,N,
1184349,26557826,2016,226261,712367,1,N,N,N,Y,N,N,2016-007,Y,N,
1184347,26557826,2016,226261,712367,1,N,N,N,Y,N,N,2016-005,Y,Y,2015-004
1609688,27970893,2016,197876,747176,1,N,N,N,Y,N,A,2016-003,Y,N,
1609686,27970893,2016,197876,747176,1,N,N,N,Y,N,P,2016-001,Y,Y,2015-004
1609690,27970893,2016,197876,747176,1,N,N,N,Y,N,B,2016-005,Y,N,
1609687,27970893,2016,197876,747176,1,N,N,N,Y,N,P,2016-002,Y,Y,2015-005
1609689,27970893,2016,197876,747176,1,N,N,N,Y,N,B,2016-004,Y,N,
1447134,27072912,2016,237691,719834,1,Y,N,Y,N,Y,AB,2016-001,N,N,
1447135,27072912,2016,237691,719834,1,Y,N,Y,N,Y,AB,2016-002,N,N,
1248259,26606537,2016,191840,713134,1,N,N,N,N,Y,E,2016-003,N,N,
1078964,26370196,2016,245700,709715,1,N,N,N,Y,N,C,2016-002,N,Y,2015-004
1078963,26370196,2016,245700,709715,1,N,N,N,Y,N,P,2016-001,N,Y,2015-001
1078965,26370196,2016,245700,709715,1,N,N,N,Y,N,C,2016-003,N,Y,2015-003
1078961,26370195,2016,245700,709715,1,N,N,N,Y,N,P,2016-001,N,Y,2015-001
1078959,26370193,2016,245700,709715,1,N,N,N,Y,N,P,2016-001,N,Y,2015-001
1468311,27094738,2016,245868,720371,1,N,N,Y,N,N,L,2016-001,N,N,
1468310,27094735,2016,245868,720371,1,N,N,Y,N,N,L,2016-001,N,N,
1542219,27436039,2016,245203,730644,1,N,N,Y,N,N,C,2016-001,N,Y,2015-001
1542217,27436036,2016,245203,730644,1,N,N,Y,N,N,C,2016-001,N,Y,2015-001
1542213,27436029,2016,245203,730644,1,N,N,Y,N,N,C,2016-001,N,Y,2015-001
1546549,27451971,2016,245203,730644,1,N,N,Y,N,N,C,2016-001,N,Y,2015-001
1542218,27436037,2016,245203,730644,1,N,N,Y,N,N,C,2016-001,N,Y,2015-001
1542210,27436018,2016,245203,730644,1,N,N,Y,N,N,C,2016-001,N,Y,2015-001
1542209,27436017,2016,245203,730644,1,N,N,Y,N,N,C,2016-001,N,Y,2015-001
1542211,27436023,2016,245203,730644,1,N,N,Y,N,N,C,2016-001,N,Y,2015-001
1542215,27436032,2016,245203,730644,1,N,N,Y,N,N,C,2016-001,N,Y,2015-001
1542214,27436031,2016,245203,730644,1,N,N,Y,N,N,C,2016-001,N,Y,2015-001
1542216,27436034,2016,245203,730644,1,N,N,Y,N,N,C,2016-001,N,Y,2015-001
1037149,17108482,2016,91742,693147,1,N,N,N,N,Y,N,2016-002,N,Y,2015-003
1037151,17108483,2016,91742,693147,1,N,N,N,N,Y,N,2016-003,N,N,
1037146,17108479,2016,91742,693147,1,N,N,N,N,Y,N,2016-003,N,N,
1037147,17108480,2016,91742,693147,1,N,N,N,N,Y,N,2016-003,N,N,
1037152,17108484,2016,91742,693147,1,N,N,N,N,Y,N,2016-003,N,N,
1037150,17108482,2016,91742,693147,1,N,N,N,N,Y,N,2016-003,N,N,
1037148,17108481,2016,91742,693147,1,N,N,N,N,Y,N,2016-003,N,N,
1279824,26661750,2016,132164,713068,1,N,N,N,N,Y,B,2016-004,N,N,
1141291,26519306,2016,209741,711953,1,N,N,Y,N,N,P,2016-003,N,Y,2015-003
1141290,26519306,2016,209741,711953,1,N,N,Y,N,N,P,2016-001,N,Y,2015-001
1444292,27052636,2016,92784,719149,1,N,N,N,N,N,L,2016-008,Y,N,
1444291,27052636,2016,92784,719149,1,Y,N,N,N,N,C,2016-007,Y,Y,2015-158
1444290,27052636,2016,92784,719149,1,N,N,N,N,N,C,2016-006,Y,Y,2015-157
1444289,27052636,2016,92784,719149,1,N,N,N,Y,N,N,2016-005,Y,Y,2015-154
1444288,27052636,2016,92784,719149,1,N,N,N,Y,N,L,2016-004,Y,N,
1444287,27052636,2016,92784,719149,1,N,N,Y,N,N,L,2016-003,Y,Y,2015-152
1444286,27052636,2016,92784,719149,1,N,N,N,Y,N,L,2016-002,Y,Y,2015-153
1444285,27052635,2016,92784,719149,1,N,N,N,N,N,L,2016-008,Y,N,
1444284,27052635,2016,92784,719149,1,Y,N,N,N,N,C,2016-007,Y,Y,2015-158
1444283,27052635,2016,92784,719149,1,N,N,N,N,N,C,2016-006,Y,Y,2015-157
1444282,27052635,2016,92784,719149,1,N,N,N,Y,N,N,2016-005,Y,Y,2015-154
1444281,27052635,2016,92784,719149,1,N,N,N,Y,N,L,2016-004,Y,N,
1444280,27052635,2016,92784,719149,1,N,N,Y,N,N,L,2016-003,Y,Y,2015-152
1444279,27052635,2016,92784,719149,1,N,N,N,Y,N,L,2016-002,Y,Y,2015-153
1444278,27052634,2016,92784,719149,1,N,N,N,N,N,L,2016-008,Y,N,
1444277,27052634,2016,92784,719149,1,Y,N,N,N,N,C,2016-007,Y,Y,2015-158
1444276,27052634,2016,92784,719149,1,N,N,N,N,N,C,2016-006,Y,Y,2015-157
1444275,27052634,2016,92784,719149,1,N,N,N,Y,N,N,2016-005,Y,Y,2015-154
1444274,27052634,2016,92784,719149,1,N,N,N,Y,N,L,2016-004,Y,N,
1444273,27052634,2016,92784,719149,1,N,N,Y,N,N,L,2016-003,Y,Y,2015-152
1444272,27052634,2016,92784,719149,1,N,N,N,Y,N,L,2016-002,Y,Y,2015-153
1444271,27052633,2016,92784,719149,1,N,N,N,N,N,L,2016-008,Y,N,
1444270,27052633,2016,92784,719149,1,Y,N,N,N,N,C,2016-007,Y,Y,2015-158
1444269,27052633,2016,92784,719149,1,N,N,N,N,N,C,2016-006,Y,Y,2015-157
1444268,27052633,2016,92784,719149,1,N,N,N,Y,N,N,2016-005,Y,Y,2015-154
1444267,27052633,2016,92784,719149,1,N,N,N,Y,N,L,2016-004,Y,N,
1444266,27052633,2016,92784,719149,1,N,N,Y,N,N,L,2016-003,Y,Y,2015-152
1444265,27052633,2016,92784,719149,1,N,N,N,Y,N,L,2016-002,Y,Y,2015-153
1444264,27052632,2016,92784,719149,1,N,N,N,N,N,L,2016-008,Y,N,
1444263,27052632,2016,92784,719149,1,Y,N,N,N,N,C,2016-007,Y,Y,2015-158
1444262,27052632,2016,92784,719149,1,N,N,N,N,N,C,2016-006,Y,Y,2015-157
1444261,27052632,2016,92784,719149,1,N,N,N,Y,N,N,2016-005,Y,Y,2015-154
1444260,27052632,2016,92784,719149,1,N,N,N,Y,N,L,2016-004,Y,N,
1444259,27052632,2016,92784,719149,1,N,N,Y,N,N,L,2016-003,Y,Y,2015-152
1444258,27052632,2016,92784,719149,1,N,N,N,Y,N,L,2016-002,Y,Y,2015-153
1635344,27993566,2016,246694,748084,1,N,N,Y,N,N,L,2016-002,Y,N,
1635343,27993566,2016,246694,748084,1,N,N,Y,N,N,B,2016-001,Y,N,
1607489,27967773,2016,22687,747101,1,N,N,Y,N,N,P,2016-001,N,N,
1607486,27967755,2016,22687,747101,1,N,N,Y,N,N,P,2016-001,N,N,
1607492,27967785,2016,22687,747101,1,N,N,Y,N,N,P,2016-001,N,N,
1511675,27319950,2016,134855,725800,1,N,N,Y,N,N,N,2016-003,N,N,
1511677,27319964,2016,134855,725800,1,N,N,Y,N,N,N,2016-003,N,N,
1511676,27319951,2016,134855,725800,1,N,N,Y,N,N,N,2016-003,N,N,
1089538,26434465,2016,179286,707102,1,N,N,Y,N,N,N,2016-002,N,N,
1089537,26434465,2016,179286,707102,1,N,N,Y,N,N,L,2016-001,N,N,
1044111,25976010,2016,240239,696128,1,N,N,Y,N,N,P,2016-001,N,N,
2206478,30348280,2016,152657,799814,1,N,N,Y,N,N,B,2016-004,N,Y,2015-011
2206479,30348281,2016,152657,799814,1,N,N,Y,N,N,B,2016-004,N,Y,2015-011
2206480,30348282,2016,152657,799814,1,N,N,Y,N,N,B,2016-004,N,Y,2015-011
2206481,30348285,2016,152657,799814,1,N,N,N,Y,N,C,2016-003,Y,Y,2015-009
2206482,30348285,2016,152657,799814,1,N,N,Y,N,N,B,2016-004,Y,Y,2015-011
1071451,26295046,2016,187947,707784,1,N,N,N,Y,N,L,2016-001,Y,N,
1247880,26605556,2016,201119,709623,1,N,N,N,N,Y,I,2016-001,N,Y,2015-005
1041084,17135428,2016,227299,694926,1,N,N,N,N,Y,C,2016-001,N,N,
1552500,27489170,2016,227996,733982,1,N,N,Y,N,Y,J,2016-001,N,Y,2015-002
1552499,27489169,2016,227996,733982,1,N,N,Y,N,Y,J,2016-001,N,Y,2015-002
1090385,26445693,2016,132750,711308,1,N,N,Y,N,N,F,2016-005,N,Y,2015-004
1090384,26445691,2016,132750,711308,1,N,N,Y,N,N,F,2016-005,N,Y,2015-004
1090382,26445675,2016,132750,711308,1,N,N,Y,N,N,F,2016-005,N,Y,2015-004
1090386,26445695,2016,132750,711308,1,N,N,Y,N,N,F,2016-005,N,Y,2015-004
1090388,26445697,2016,132750,711308,1,N,N,Y,N,N,F,2016-005,N,Y,2015-004
1090387,26445696,2016,132750,711308,1,N,N,Y,N,N,F,2016-005,N,Y,2015-004
1090352,26445616,2016,132750,711308,1,N,N,Y,N,N,F,2016-005,N,Y,2015-004
1059529,26137091,2016,222925,702668,1,N,N,N,Y,N,P,2016-001,Y,N,
1052601,26043643,2016,237795,699504,1,N,N,N,N,Y,FA,2016-001,N,Y,2015-001
1489349,27268556,2016,226672,724270,1,N,N,Y,N,N,N,2016-002,N,N,
1489348,27268556,2016,226672,724270,1,N,N,Y,N,N,E,2016-001,N,Y,2015-001
1425803,26981587,2016,240886,718879,1,N,N,Y,N,N,P,2016-001,N,N,
