ELECAUDITFINDINGSID,ELECAUDITSID,AUDITYEAR,DBKEY,REPORTID,VERSION,QCOSTS,OTHERFINDINGS,SIGNIFICANTDEFICIENCY,MATERIALWEAKNESS,OTHERNONCOMPLIANCE,TYPEREQUIREMENT,FINDINGREFNUMS,MODIFIEDOPINION,REPEATFINDING,PRIORFINDINGREFNUMS
3301747,37008399,2022,177250,985733,1,N,N,N,Y,Y,I,2022-001,N,Y,2021-001
3301748,37008400,2022,177250,985733,1,N,N,N,Y,Y,I,2022-001,N,Y,2021-001
3301749,37008401,2022,177250,985733,1,N,N,N,Y,Y,I,2022-001,N,Y,2021-001
3301750,37008402,2022,177250,985733,1,N,N,N,Y,Y,I,2022-001,N,Y,2021-001
3301751,37008403,2022,177250,985733,1,N,N,N,Y,Y,I,2022-001,N,Y,2021-001
3301752,37008404,2022,177250,985733,1,N,N,N,Y,Y,I,2022-001,N,Y,2021-001
3109292,36158043,2022,234415,972580,1,N,N,Y,N,Y,C,2022-001,N,N,
3109289,36158037,2022,234415,972580,1,N,N,Y,N,Y,N,2022-002,N,Y,2021-001
3097273,36034196,2022,132415,968829,1,N,N,Y,N,N,L,2022-001,N,N,
3097274,36034197,2022,132415,968829,1,N,N,Y,N,N,L,2022-001,N,N,
3097275,36034199,2022,132415,968829,1,N,N,Y,N,N,L,2022-001,N,N,
3066789,35498908,2022,150024,950280,1,N,N,N,N,Y,N,2022-001,N,N,
3066784,35498888,2022,150024,950280,1,N,N,N,N,Y,N,2022-001,N,N,
3066785,35498892,2022,150024,950280,1,N,N,N,N,Y,N,2022-001,N,N,
3066782,35498878,2022,150024,950280,1,N,N,N,N,Y,N,2022-001,N,N,
3066783,35498883,2022,150024,950280,1,N,N,N,N,Y,N,2022-001,N,N,
3066786,35498897,2022,150024,950280,1,N,N,N,N,Y,N,2022-001,N,N,
3066788,35498904,2022,150024,950280,1,N,N,N,N,Y,N,2022-001,N,N,
3066790,35498913,2022,150024,950280,1,N,N,N,N,Y,N,2022-001,N,N,
3066780,35498873,2022,150024,950280,1,N,N,N,N,Y,N,2022-001,N,N,
3066781,35498876,2022,150024,950280,1,N,N,N,N,Y,N,2022-001,N,N,
3066787,35498900,2022,150024,950280,1,N,N,N,N,Y,N,2022-001,N,N,
3077058,35652893,2022,81438,956472,1,N,N,N,N,Y,N,2022-003,N,N,
3077061,35652897,2022,81438,956472,1,N,N,N,N,Y,N,2022-004,N,N,
3077056,35652876,2022,81438,956472,1,N,N,N,N,Y,N,2022-003,N,N,
3077062,35652906,2022,81438,956472,1,N,N,N,N,Y,L,2022-005,N,N,
3077065,35652909,2022,81438,956472,1,N,N,N,N,Y,L,2022-005,N,N,
3077057,35652881,2022,81438,956472,1,N,N,N,N,Y,N,2022-003,N,N,
3077060,35652897,2022,81438,956472,1,N,N,N,N,Y,N,2022-003,N,N,
3077059,35652893,2022,81438,956472,1,N,N,N,N,Y,N,2022-004,N,N,
3085491,35799273,2022,91676,962068,1,N,N,Y,N,N,L,2022-001,N,N,
3085492,35799274,2022,91676,962068,1,N,N,Y,N,N,L,2022-001,N,N,
3085493,35799275,2022,91676,962068,1,N,N,Y,N,N,L,2022-001,N,N,
3085494,35799276,2022,91676,962068,1,N,N,Y,N,N,L,2022-001,N,N,
3085495,35799277,2022,91676,962068,1,N,N,Y,N,N,L,2022-001,N,N,
3085496,35799278,2022,91676,962068,1,N,N,Y,N,N,L,2022-001,N,N,
3085497,35799279,2022,91676,962068,1,N,N,Y,N,N,L,2022-001,N,N,
3086725,35823259,2022,256943,961184,1,N,Y,N,N,N,L,2022-001,N,N,
3086726,35823263,2022,256943,961184,1,N,Y,N,N,N,L,2022-001,N,N,
3086727,35823268,2022,256943,961184,1,N,Y,N,N,N,L,2022-001,N,N,
3086728,35823269,2022,256943,961184,1,N,Y,N,N,N,L,2022-001,N,N,
3086729,35823270,2022,256943,961184,1,N,Y,N,N,N,L,2022-001,N,N,
3086730,35823271,2022,256943,961184,1,N,Y,N,N,N,L,2022-001,N,N,
3086731,35823272,2022,256943,961184,1,N,Y,N,N,N,L,2022-001,N,N,
3302012,37011563,2022,69688,988458,1,N,N,Y,N,N,N,2022-002,N,Y,2021-001
3302011,37011563,2022,69688,988458,1,N,N,Y,N,N,L,2022-001,N,N,
3219092,36777167,2022,193354,977623,1,N,N,Y,N,Y,N,2022-001,N,N,
3219016,36776014,2022,193354,977623,1,N,N,Y,N,Y,N,2022-001,N,N,
3219015,36775999,2022,193354,977623,1,N,N,Y,N,Y,N,2022-001,N,N,
3219357,36777286,2022,193354,977623,1,N,N,Y,N,Y,N,2022-001,N,N,
3219360,36777301,2022,193354,977623,1,N,N,Y,N,Y,N,2022-001,N,N,
3284830,36934435,2022,188465,974839,1,N,N,N,Y,N,I,2022-002,Y,N,
3284834,36934442,2022,188465,974839,1,N,N,N,Y,N,I,2022-002,Y,N,
3298268,36968547,2022,194292,983523,1,N,N,N,Y,Y,N,2022-002,N,N,
3298269,36968548,2022,194292,983523,1,N,N,N,Y,Y,N,2022-002,N,N,
3298270,36968549,2022,194292,983523,1,N,N,N,Y,Y,N,2022-002,N,N,
3298267,36968546,2022,194292,983523,1,N,N,N,Y,Y,N,2022-002,N,N,
3121869,36268855,2022,219232,974459,1,N,N,N,Y,N,BL,2022-001,N,Y,2021-001
3121870,36268855,2022,219232,974459,1,N,N,N,Y,N,BL,2022-002,N,N,
3180621,36634235,2022,236105,978761,1,N,N,Y,N,N,P,2022-003,N,Y,2021-003
3180529,36634052,2022,236105,978761,1,N,N,Y,N,N,P,2022-003,N,Y,2021-003
3180530,36634052,2022,236105,978761,1,N,N,Y,N,Y,N,2022-004,N,N,
3180520,36633923,2022,236105,978761,1,N,N,Y,N,N,P,2022-003,N,Y,2021-003
3180522,36634002,2022,236105,978761,1,N,N,Y,N,N,P,2022-003,N,Y,2021-003
3180523,36634002,2022,236105,978761,1,N,N,Y,N,Y,N,2022-004,N,N,
3180620,36634208,2022,236105,978761,1,N,N,Y,N,N,P,2022-003,N,Y,2021-003
3182250,36633923,2022,236105,978761,1,N,N,Y,N,Y,N,2022-004,N,N,
3082018,35732682,2022,248724,959150,1,Y,N,N,Y,N,B,2022-001,N,Y,2021-001
3100869,36061144,2022,257325,969843,1,N,N,Y,N,N,P,2022-001,N,N,
3266369,36872035,2022,220178,954644,2,N,N,N,Y,N,L,2022-003,N,N,
3219718,36785687,2022,240680,981272,1,N,N,Y,N,N,L,2022-001,N,Y,2021-001
3219719,36785728,2022,240680,981272,1,N,N,Y,N,N,L,2022-001,N,Y,2021-001
3219722,36786535,2022,240680,981272,1,N,N,Y,N,N,L,2022-001,N,Y,2021-001
3219723,36786551,2022,240680,981272,1,N,N,Y,N,N,L,2022-001,N,Y,2021-001
