ELECAUDITFINDINGSID,ELECAUDITSID,AUDITYEAR,DBKEY,REPORTID,VERSION,QCOSTS,OTHERFINDINGS,SIGNIFICANTDEFICIENCY,MATERIALWEAKNESS,OTHERNONCOMPLIANCE,TYPEREQUIREMENT,FINDINGREFNUMS,MODIFIEDOPINION,REPEATFINDING,PRIORFINDINGREFNUMS
2607919,32288262,2019,57041,851093,2,N,N,N,Y,N,P,2019-004,N,Y,2018-002
2337567,30818908,2019,101232,812243,1,N,N,Y,N,N,N,2019-001,N,N,
2337569,30818919,2019,101232,812243,1,N,N,Y,N,N,N,2019-001,N,N,
2337566,30818908,2019,101232,812243,1,Y,N,Y,N,N,N,2019-002,N,N,
2337568,30818919,2019,101232,812243,1,Y,N,Y,N,N,N,2019-002,N,N,
2338825,30852116,2019,143452,815179,1,N,N,N,Y,N,N,2019-001,Y,Y,2018-003
2338827,30852118,2019,143452,815179,1,N,N,N,Y,N,N,2019-001,Y,Y,2018-003
2338826,30852117,2019,143452,815179,1,N,N,N,Y,N,N,2019-001,Y,Y,2018-003
2338828,30852119,2019,143452,815179,1,N,N,N,Y,N,N,2019-001,Y,Y,2018-003
2411066,31203622,2019,123525,824607,1,N,Y,N,N,N,C,2019-001,N,N,
2388914,31056990,2019,170767,821092,1,N,N,N,N,Y,L,2019-003,N,N,
2404680,31151156,2019,157669,823706,1,N,N,N,N,Y,P,2019-006,N,Y,2018-009
2404681,31151156,2019,157669,823706,1,N,N,N,N,Y,L,2019-007,N,N,
2362847,30922759,2019,5907,817368,1,N,N,Y,N,Y,N,2019-001,N,N,
2362849,30922762,2019,5907,817368,1,N,N,Y,N,Y,N,2019-001,N,N,
2362846,30922756,2019,5907,817368,1,N,N,Y,N,Y,N,2019-001,N,N,
2362850,30922766,2019,5907,817368,1,N,N,Y,N,Y,N,2019-001,N,N,
2362848,30922761,2019,5907,817368,1,N,N,Y,N,Y,N,2019-001,N,N,
2577557,32094630,2019,138635,843932,1,N,N,N,Y,Y,P,2019-001,N,Y,2018-001
2577558,32094631,2019,138635,843932,1,N,N,N,Y,Y,P,2019-001,N,Y,2018-001
2577559,32094632,2019,138635,843932,1,N,N,N,Y,Y,P,2019-001,N,Y,2018-001
2577560,32094633,2019,138635,843932,1,N,N,N,Y,Y,P,2019-001,N,Y,2018-001
2577561,32094634,2019,138635,843932,1,N,N,N,Y,Y,P,2019-001,N,Y,2018-001
2577562,32094635,2019,138635,843932,1,N,N,N,Y,Y,P,2019-001,N,Y,2018-001
2577563,32094636,2019,138635,843932,1,N,N,N,Y,Y,P,2019-001,N,Y,2018-001
2577564,32094637,2019,138635,843932,1,N,N,N,Y,Y,P,2019-001,N,Y,2018-001
2577565,32094638,2019,138635,843932,1,N,N,N,Y,Y,P,2019-001,N,Y,2018-001
2577566,32094639,2019,138635,843932,1,N,N,N,Y,Y,P,2019-001,N,Y,2018-001
2577567,32094640,2019,138635,843932,1,N,N,N,Y,Y,P,2019-001,N,Y,2018-001
2577568,32094641,2019,138635,843932,1,N,N,N,Y,Y,P,2019-001,N,Y,2018-001
2577569,32094642,2019,138635,843932,1,N,N,N,Y,Y,P,2019-001,N,Y,2018-001
2577570,32094643,2019,138635,843932,1,N,N,N,Y,Y,P,2019-001,N,Y,2018-001
2590657,32166893,2019,178168,847282,1,N,N,N,Y,N,P,2019-001,N,N,
2590658,32166894,2019,178168,847282,1,N,N,N,Y,N,P,2019-001,N,N,
2590659,32166895,2019,178168,847282,1,N,N,N,Y,N,P,2019-001,N,N,
2590660,32166896,2019,178168,847282,1,N,N,N,Y,N,P,2019-001,N,N,
2590661,32166897,2019,178168,847282,1,N,N,N,Y,N,P,2019-001,N,N,
2590662,32166898,2019,178168,847282,1,N,N,N,Y,N,P,2019-001,N,N,
2590663,32166899,2019,178168,847282,1,N,N,N,Y,N,P,2019-001,N,N,
2590664,32166900,2019,178168,847282,1,N,N,N,Y,N,P,2019-001,N,N,
2590665,32166901,2019,178168,847282,1,N,N,N,Y,N,P,2019-001,N,N,
2465229,31708163,2019,193911,831884,1,N,N,N,N,Y,P,2019-001,N,N,
2478017,31776169,2019,184405,835890,1,N,N,Y,N,N,P,2019-006,N,N,
2478018,31776169,2019,184405,835890,1,N,N,N,Y,N,P,2019-002,N,Y,2018-002
2478015,31776166,2019,184405,835890,1,N,N,N,Y,N,BC,2019-001,N,Y,2018-001
2478016,31776169,2019,184405,835890,1,N,N,Y,N,N,C,2019-004,N,Y,2018-003
2436877,31452818,2019,211799,831645,1,N,N,N,N,Y,P,2019-001,N,Y,2018-002
2563663,32011802,2019,130520,838394,1,N,N,Y,N,N,C,2019-004,N,N,
2563664,32011803,2019,130520,838394,1,N,N,Y,N,N,C,2019-004,N,N,
2563661,32011800,2019,130520,838394,1,N,N,Y,N,N,C,2019-004,N,N,
2563662,32011801,2019,130520,838394,1,N,N,Y,N,N,C,2019-004,N,N,
2362971,30915358,2019,180905,817073,1,N,N,N,Y,N,P,2019-003,N,Y,2018-003
2362972,30915359,2019,180905,817073,1,N,N,N,Y,N,P,2019-003,N,Y,2018-003
2362973,30915360,2019,180905,817073,1,N,N,N,Y,N,P,2019-003,N,Y,2018-003
2362974,30915361,2019,180905,817073,1,N,N,N,Y,N,P,2019-003,N,Y,2018-003
2362975,30915362,2019,180905,817073,1,N,N,N,Y,N,P,2019-003,N,Y,2018-003
2362976,30915363,2019,180905,817073,1,N,N,N,Y,N,P,2019-003,N,Y,2018-003
2362977,30915364,2019,180905,817073,1,N,N,N,Y,N,P,2019-003,N,Y,2018-003
2362978,30915365,2019,180905,817073,1,N,N,N,Y,N,P,2019-003,N,Y,2018-003
2362979,30915366,2019,180905,817073,1,N,N,N,Y,N,P,2019-003,N,Y,2018-003
2362980,30915367,2019,180905,817073,1,N,N,N,Y,N,P,2019-003,N,Y,2018-003
2362981,30915368,2019,180905,817073,1,N,N,N,Y,N,P,2019-003,N,Y,2018-003
2362982,30915369,2019,180905,817073,1,N,N,N,Y,N,P,2019-003,N,Y,2018-003
2362983,30915370,2019,180905,817073,1,N,N,N,Y,N,P,2019-003,N,Y,2018-003
2362984,30915371,2019,180905,817073,1,N,N,N,Y,N,P,2019-003,N,Y,2018-003
2362985,30915372,2019,180905,817073,1,N,N,N,Y,N,P,2019-003,N,Y,2018-003
2362986,30915373,2019,180905,817073,1,N,N,N,Y,N,P,2019-003,N,Y,2018-003
2362987,30915374,2019,180905,817073,1,N,N,N,Y,N,P,2019-003,N,Y,2018-003
