ELECAUDITFINDINGSID,ELECAUDITSID,AUDITYEAR,DBKEY,REPORTID,VERSION,QCOSTS,OTHERFINDINGS,SIGNIFICANTDEFICIENCY,MATERIALWEAKNESS,OTHERNONCOMPLIANCE,TYPEREQUIREMENT,FINDINGREFNUMS,MODIFIEDOPINION,REPEATFINDING,PRIORFINDINGREFNUMS
2315809,30616553,2018,8177,806433,1,N,N,Y,N,Y,I,2018-001,N,N,
2353986,30905388,2018,245041,816843,1,N,N,Y,N,Y,I,2018-001,N,N,
2353987,30905388,2018,245041,816843,1,N,N,Y,N,Y,L,2018-002,N,N,
2353988,30905388,2018,245041,816843,1,N,N,Y,N,Y,L,2018-003,N,N,
1986413,29413157,2018,246524,780894,1,N,N,Y,N,N,P,2018-001,N,Y,2017-001
1986414,29413158,2018,246524,780894,1,N,N,Y,N,N,P,2018-001,N,Y,2017-001
1986415,29413159,2018,246524,780894,1,N,N,Y,N,N,P,2018-001,N,N,
1986416,29413160,2018,246524,780894,1,N,N,Y,N,N,P,2018-001,N,Y,2017-001
1986412,29413156,2018,246524,780894,1,N,N,Y,N,N,P,2018-001,N,Y,2017-001
2200998,30331739,2018,232114,799053,1,N,N,N,Y,Y,N,2018-001,N,N,
2200999,30331739,2018,232114,799053,1,N,N,Y,N,Y,N,2018-002,N,Y,2017-002
2007615,29577658,2018,131586,787148,1,Y,N,Y,N,Y,B,2018-001,N,N,
2007616,29577669,2018,131586,787148,1,Y,N,Y,N,Y,B,2018-001,N,N,
2026537,29744802,2018,152651,790515,1,Y,N,Y,N,Y,I,2018-001,N,N,
2175688,30219714,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175689,30219714,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175690,30219714,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175691,30219715,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175692,30219715,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175693,30219715,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175694,30219716,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175695,30219716,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175696,30219716,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175697,30219717,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175698,30219717,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175699,30219717,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175700,30219718,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175701,30219718,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175702,30219718,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175703,30219719,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175704,30219719,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175705,30219719,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175706,30219720,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175707,30219720,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175708,30219720,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175709,30219721,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175710,30219721,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175711,30219721,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175712,30219722,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175713,30219722,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175714,30219722,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175715,30219723,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175716,30219723,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175717,30219723,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175718,30219724,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175719,30219724,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175720,30219724,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175721,30219725,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175722,30219725,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175723,30219725,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175724,30219725,2018,146632,795807,1,N,N,N,Y,N,ABH,2018-013,N,Y,2017-006
2175725,30219726,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175726,30219726,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175727,30219726,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175728,30219727,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175729,30219727,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175730,30219727,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175731,30219728,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175732,30219728,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175733,30219728,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175734,30219729,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175735,30219729,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175736,30219729,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175737,30219730,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175738,30219730,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175739,30219730,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175740,30219731,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175741,30219731,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175742,30219731,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175743,30219732,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2175744,30219732,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2175745,30219732,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2175746,30219733,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176263,30220083,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176264,30220083,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176265,30220084,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176266,30220084,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176267,30220084,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176268,30220085,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176269,30220085,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176270,30220085,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176271,30220086,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176272,30220086,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176273,30220086,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176274,30220087,2018,146632,795807,1,N,N,N,Y,N,C,2018-006,N,Y,2017-003
2176275,30220087,2018,146632,795807,1,N,N,N,Y,N,L,2018-007,N,Y,2017-004
2176276,30220087,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176277,30220087,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176278,30220087,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176279,30220088,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176280,30220088,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176281,30220088,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176282,30220089,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176283,30220089,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176284,30220089,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176285,30220090,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176286,30220090,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176287,30220090,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176288,30220091,2018,146632,795807,1,N,N,N,Y,N,C,2018-006,N,Y,2017-003
2176289,30220091,2018,146632,795807,1,N,N,N,Y,N,L,2018-007,N,Y,2017-004
2176290,30220091,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176291,30220091,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176292,30220091,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176293,30220092,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176294,30220092,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176295,30220092,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176296,30220093,2018,146632,795807,1,N,N,N,Y,N,C,2018-006,N,Y,2017-003
2176297,30220093,2018,146632,795807,1,N,N,N,Y,N,L,2018-007,N,Y,2017-004
2176298,30220093,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176299,30220093,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176300,30220093,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176301,30220094,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176302,30220094,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176303,30220094,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176304,30220095,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176305,30220095,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176306,30220095,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176307,30220096,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176308,30220096,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176309,30220096,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176310,30220131,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176311,30220131,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176312,30220131,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176313,30220132,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176314,30220132,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176315,30220132,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176316,30220133,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176317,30220133,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176318,30220133,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176319,30220134,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176320,30220134,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176321,30220134,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176322,30220135,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176323,30220135,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176324,30220135,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176325,30220139,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176326,30220139,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176327,30220139,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176328,30220140,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176329,30220140,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176330,30220140,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176331,30220148,2018,146632,795807,1,N,N,N,Y,N,C,2018-006,N,Y,2017-003
2176332,30220148,2018,146632,795807,1,N,N,N,Y,N,L,2018-007,N,Y,2017-004
2176333,30220148,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176334,30220148,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176335,30220148,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176336,30220149,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176337,30220149,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176338,30220149,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176339,30220150,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176340,30220150,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176341,30220150,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176342,30220151,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176343,30220151,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176344,30220151,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176345,30220152,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176346,30220152,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176347,30220152,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176348,30220153,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176349,30220153,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176350,30220153,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176351,30220154,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176352,30220154,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176353,30220154,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176354,30220155,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176355,30220155,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176356,30220155,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176357,30220156,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176358,30220156,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176359,30220156,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176360,30220157,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176361,30220157,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176362,30220157,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176363,30220158,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176364,30220158,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176365,30220158,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176366,30220159,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176367,30220159,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176368,30220159,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176369,30220160,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176370,30220160,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176371,30220160,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176372,30220161,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176373,30220161,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176374,30220161,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176375,30220162,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176376,30220162,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176377,30220162,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176378,30220163,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176379,30220163,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176380,30220163,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176381,30220164,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176382,30220164,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176383,30220164,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176384,30220165,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176385,30220165,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176386,30220165,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176387,30220166,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176388,30220166,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176389,30220166,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176390,30220167,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176391,30220167,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176392,30220167,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176393,30220168,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176394,30220168,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176395,30220168,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176396,30220169,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176397,30220169,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176398,30220169,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176399,30220170,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176400,30220170,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176401,30220170,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176402,30220171,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176403,30220171,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176404,30220171,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176405,30220172,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176406,30220172,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176407,30220172,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176408,30220173,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176409,30220173,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176410,30220173,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176411,30220174,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176412,30220174,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176413,30220174,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176414,30220225,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176415,30220225,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176416,30220225,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176417,30220226,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176418,30220226,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176419,30220226,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176420,30220227,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176421,30220227,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176422,30220227,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176423,30220244,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176424,30220244,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176425,30220244,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176426,30220245,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176427,30220245,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
