dbkey,audit_year
248411,2022
194244,2017
182355,2016
59870,2016
25950,2022
214309,2016
255101,2021
255101,2022
125765,2019
125765,2020
166849,2017
166849,2018
206033,2016
166851,2018
147871,2020
131882,2018
22967,2022
2227,2022
158396,2021
131886,2017
134589,2017
190859,2016
191092,2016
190159,2016
190163,2016
143452,2016
184588,2016
190847,2016
184590,2016
194229,2016
187222,2016
189685,2016
189687,2016
194335,2016
192109,2016
188726,2016
190848,2016
194314,2016
191415,2016
191768,2016
232308,2016
192315,2016
192108,2016
190979,2016
154502,2016
191950,2016
190247,2016
191012,2016
188248,2016
186065,2016
191610,2016
191146,2016
189117,2016
189782,2016
189790,2016
191409,2016
190204,2016
190318,2016
188733,2016
202163,2016
227779,2016
188727,2016
192173,2016
223387,2016
223747,2016
143586,2016
190177,2016
191949,2016
211681,2016
191727,2016
202938,2016
190245,2016
186838,2016
192677,2016
190180,2016
143329,2016
190995,2016
188565,2016
191104,2016
192675,2016
143546,2016
189735,2016
211158,2016
188734,2016
189688,2016
188340,2016
191416,2016
191708,2016
190978,2016
190846,2016
143343,2016
191090,2016
191186,2016
188735,2016
189732,2016
189791,2016
207267,2016
191213,2016
190986,2016
190364,2016
191159,2016
191021,2016
189775,2016
191621,2016
191407,2016
201915,2016
191951,2016
227561,2016
189690,2016
243869,2016
189819,2016
190845,2016
232619,2016
193682,2016
189772,2016
197685,2016
201820,2016
190175,2016
191152,2016
192111,2016
190164,2016
191412,2016
190182,2016
189774,2016
191881,2016
94572,2017
190861,2016
196899,2016
191141,2016
191010,2016
187492,2016
191210,2016
211277,2016
192796,2016
192171,2016
94572,2016
191145,2016
233155,2016
232929,2016
190989,2016
191205,2016
186781,2016
227614,2016
232794,2016
190210,2016
191102,2016
94770,2016
94770,2017
190983,2016
212212,2016
211510,2016
191948,2016
191094,2016
202046,2016
191724,2016
190521,2016
190316,2016
232299,2016
190862,2016
197740,2016
232617,2016
197735,2016
202048,2016
212220,2016
232847,2016
232910,2016
187688,2016
232930,2016
211666,2016
213650,2016
188657,2016
191946,2016
232792,2016
211511,2016
202876,2016
94572,2018
191147,2016
202047,2016
94770,2018
184271,2018
184271,2017
184271,2016
211062,2016
74813,2016
147919,2016
200682,2017
231770,2016
82017,2016
245399,2016
240674,2018
184725,2017
184725,2018
206194,2018
184722,2018
184722,2017
206194,2017
184723,2018
184726,2018
240674,2017
221412,2017
184828,2018
184720,2018
184723,2017
184726,2017
184828,2017
184720,2017
234415,2016
240674,2016
166670,2017
221412,2016
221412,2018
184725,2016
246804,2016
248904,2016
246205,2016
184723,2016
184720,2016
184722,2016
184726,2016
184828,2016
206194,2016
224263,2016
246525,2017
245657,2016
11674,2017
134101,2017
235343,2017
191936,2019
231334,2019
251231,2019
82834,2019
203817,2019
13836,2018
184525,2021
248282,2018
115801,2021
32699,2019
218847,2021
240506,2021
195558,2020
180133,2022
223772,2021
223772,2020
258158,2022
258074,2021
180177,2018
230558,2020
257745,2022
904751,2022
904753,2022
904739,2022
904748,2022
904749,2022
904752,2022
257168,2022
904706,2022
904750,2022
904763,2022
904764,2022
904776,2022
239186,2021
239456,2021
243104,2021
75839,2021
904769,2021
904774,2021
149070,2021
154246,2021
154247,2021
215977,2021
904639,2021
904644,2021
255084,2021
255204,2021
255900,2021
255956,2021
256443,2021
904573,2021
904581,2021
904603,2021
904605,2021
904610,2021
904667,2021
904676,2021
242836,2021
77249,2021
904686,2021
904715,2021
904653,2021
904654,2021
904660,2021
251089,2021
251650,2021
252346,2021
252461,2021
904647,2021
904648,2021
904777,2021
904779,2021
235314,2021
250946,2021
251025,2021
251076,2021
254211,2021
254414,2021
254122,2021
254714,2021
252358,2020
252394,2020
252832,2020
252834,2020
252846,2020
904559,2020
225532,2020
220815,2020
237347,2020
904551,2020
904666,2020
904690,2020
251235,2020
252835,2020
252847,2020
252893,2020
252950,2020
253125,2020
249245,2020
249479,2020
250294,2020
251197,2020
904484,2020
904699,2020
154277,2020
154246,2020
154247,2020
191445,2020
904555,2020
904618,2020
212403,2020
244421,2020
251253,2020
251299,2020
251746,2020
251860,2020
252203,2020
904566,2020
904727,2020
192416,2020
904608,2020
904615,2020
175190,2019
193973,2019
199272,2019
215660,2019
242795,2019
247742,2019
39290,2019
97795,2019
247820,2019
248449,2019
248665,2019
249016,2019
250537,2019
250771,2019
904593,2019
904594,2019
904719,2019
904788,2019
904451,2019
904459,2019
230793,2019
904471,2019
904325,2019
904368,2019
904445,2019
904479,2019
904500,2019
904512,2019
235223,2018
224327,2018
223089,2018
197898,2018
191929,2018
172153,2018
249006,2018
250448,2018
248685,2018
248511,2018
248837,2018
248198,2018
248119,2018
247095,2018
246668,2018
242635,2018
236124,2018
183892,2018
216261,2018
158744,2018
214227,2018
216431,2018
904633,2018
904137,2018
904329,2018
904391,2018
904433,2018
904468,2018
904536,2018
904580,2018
904101,2018
904773,2018
199802,2017
160841,2017
160839,2017
170077,2017
140482,2017
22798,2017
904393,2017
904549,2017
904675,2017
904088,2017
214227,2017
903932,2017
246862,2017
246823,2017
247262,2017
246762,2017
247342,2017
246691,2017
247743,2017
246478,2017
246430,2017
246272,2017
244887,2017
247788,2017
247208,2017
248837,2017
247015,2017
247658,2016
245687,2016
255666,2016
245797,2016
243781,2016
241142,2016
220881,2016
199903,2016
244464,2016
245891,2016
246032,2016
246503,2016
247345,2016
182108,2016
212404,2016
214227,2016
62641,2016
903732,2016
904350,2016
203150,2016
212516,2016
92172,2018
200449,2021
180912,2020
147633,2020
229886,2019
147635,2019
236473,2020
200130,2019
159651,2021
159651,2020
195758,2020
203339,2018
250336,2020
192787,2019
139446,2022
257528,2022
97378,2018
225260,2022
184025,2022
33364,2021
134414,2018
163998,2018
191533,2022
151109,2022
123976,2022
40858,2020
200216,2020
255001,2022
216555,2020
240234,2022
233859,2021
232538,2018
144893,2020
6196,2017
195030,2020
160733,2021
160462,2018
222798,2018
128408,2021
104819,2022
201778,2020
70729,2018
208597,2020
19265,2020
108729,2019
131402,2022
188167,2021
135888,2021
181503,2020
233807,2020
230853,2020
202067,2021
241501,2019
204581,2021
169234,2020
246395,2020
257022,2021
248547,2022
227083,2019
242286,2021
251249,2020
237091,2020
241618,2020
73966,2022
24133,2022
251385,2020
219756,2021
43419,2020
113129,2020
231180,2021
221722,2022
230608,2019
210294,2019
131011,2020
237731,2022
174480,2021
245059,2021
231494,2021
146766,2022
195203,2020
179942,2021
186894,2020
110766,2022
225705,2022
177909,2021
181726,2021
243181,2019
250712,2022
236351,2021
203116,2020
230697,2021
170743,2020
229536,2022
170118,2020
136561,2021
37007,2018
197793,2020
234426,2021
76857,2018
110982,2021
247762,2021
190281,2020
184556,2018
251927,2022
237943,2021
154954,2021
154944,2020
244854,2020
237943,2020
215526,2020
215047,2020
188745,2020
24463,2021
24463,2020
185706,2020
202420,2018
250153,2021
187680,2021
164198,2021
164152,2021
245397,2020
42733,2022
42733,2021
239520,2021
164900,2021
208658,2021
257447,2021
254217,2021
203814,2018
253902,2021
208658,2018
164845,2021
198160,2021
164845,2020
220858,2020
150536,2020
211102,2019
232770,2020
238919,2020
26082,2017
205353,2022
230738,2022
373,2021
169938,2022
169938,2021
238459,2021
211489,2021
226427,2021
220696,2022
148751,2020
248547,2021
248547,2018
248547,2020
194697,2021
229628,2020
195438,2020
181769,2020
232265,2022
228358,2018
158282,2018
227168,2018
147662,2022
147662,2021
225245,2021
184789,2020
247164,2018
247572,2018
227076,2021
181692,2022
170586,2021
170828,2021
170828,2022
242889,2021
248772,2018
241339,2017
114257,2020
252871,2022
214841,2020
130587,2019
196979,2020
220158,2022
188759,2020
179978,2021
14123,2021
175391,2022
250290,2018
250290,2017
225466,2019
114138,2022
114138,2021
114138,2020
252236,2020
82175,2022
246769,2021
105840,2020
249121,2022
250085,2020
181024,2022
191284,2022
85483,2020
242333,2022
251203,2020
259056,2021
60442,2021
257529,2022
81410,2022
256142,2022
254775,2021
252793,2021
152295,2019
174235,2021
175289,2018
255465,2022
192840,2021
192840,2020
75117,2020
198496,2019
182926,2019
138590,2017
162392,2017
138590,2018
193698,2016
138590,2016
204066,2022
259010,2022
250980,2022
132184,2022
132234,2022
132038,2022
207269,2022
149112,2022
201400,2022
221748,2022
186845,2022
221258,2022
241217,2022
132027,2022
250646,2022
129089,2022
257730,2022
155962,2022
143705,2022
258704,2022
219545,2022
186571,2022
235543,2022
258453,2022
176503,2022
258687,2022
162699,2022
194518,2022
199286,2022
206372,2022
258071,2022
257727,2022
258078,2022
188000,2022
208001,2022
214268,2022
149236,2022
234363,2022
257535,2022
190659,2022
258833,2022
138899,2022
258076,2022
258370,2022
258820,2022
211400,2022
246054,2022
183688,2022
254036,2022
240266,2022
258418,2022
258461,2022
131924,2022
202985,2022
258557,2022
250842,2022
243260,2022
257199,2022
190140,2022
199660,2022
258898,2022
198108,2022
258755,2022
201487,2022
250623,2022
240530,2022
137066,2022
211071,2022
212437,2022
172852,2022
221301,2022
203303,2022
161576,2022
205843,2022
172208,2022
200715,2022
151230,2022
225312,2022
257315,2022
257099,2022
143646,2022
188783,2022
258009,2022
178453,2022
222579,2022
175073,2022
258996,2022
251006,2022
137166,2022
196421,2022
193815,2022
202966,2022
194096,2022
248634,2022
259135,2022
259062,2022
258455,2022
218763,2022
208429,2022
136270,2022
205911,2022
131963,2022
191922,2022
258298,2022
194443,2022
258585,2022
219968,2022
145265,2022
240994,2022
248310,2022
181475,2022
252603,2022
251063,2022
258837,2022
258360,2022
259016,2022
132072,2022
148743,2022
191240,2022
206941,2022
136926,2022
259145,2022
149886,2022
210920,2022
193361,2022
234662,2022
258646,2022
208741,2022
258560,2022
258208,2022
195915,2022
257164,2022
258561,2022
250974,2022
213361,2022
224358,2022
236558,2022
200634,2022
257925,2022
241776,2022
228509,2022
190278,2022
132288,2022
211185,2022
211455,2022
234558,2022
191238,2022
152819,2022
201282,2022
258602,2022
238979,2022
259132,2022
202423,2022
204362,2022
132042,2022
136469,2022
201545,2022
129048,2022
144837,2022
238710,2022
179798,2022
176495,2022
132179,2022
250287,2022
251068,2022
200061,2022
251872,2022
194819,2022
228680,2022
195437,2022
239269,2022
144931,2022
228517,2022
219133,2022
257233,2022
204225,2022
245233,2022
194371,2022
257993,2022
144808,2022
192631,2022
139128,2022
238653,2022
247680,2022
256295,2022
231932,2022
134801,2022
213224,2022
252166,2022
258818,2022
166191,2022
147753,2022
209819,2022
217386,2022
258412,2022
238604,2022
250766,2022
225071,2022
187139,2022
188863,2022
257610,2022
250128,2022
252204,2022
228346,2022
258543,2022
198067,2022
228903,2022
243574,2022
149411,2022
258507,2022
258583,2022
211907,2022
243081,2022
199893,2022
258113,2022
143718,2022
228361,2022
216457,2022
227928,2022
176507,2022
192673,2022
201610,2022
152817,2022
257304,2022
161643,2022
258982,2022
194082,2022
222305,2022
251069,2022
250008,2022
192884,2022
203336,2022
258359,2022
248381,2022
239869,2022
258951,2022
249629,2022
170426,2022
252758,2022
248426,2022
256467,2022
212668,2022
209387,2022
216737,2022
257920,2022
137221,2022
225092,2022
250825,2022
190169,2022
258075,2022
230797,2022
248202,2022
132168,2022
258706,2022
258423,2022
257641,2022
187205,2022
202995,2022
208871,2022
250793,2022
239050,2022
213495,2022
258956,2022
179813,2022
191840,2022
256840,2022
136340,2022
238725,2022
244655,2022
250398,2022
231240,2022
225181,2022
195127,2022
237027,2022
162674,2022
175116,2022
132025,2022
250402,2022
136475,2022
258130,2022
241102,2022
199892,2022
240729,2022
258748,2022
228246,2022
258321,2022
258658,2022
149218,2022
213558,2022
202545,2022
219387,2022
250953,2022
145911,2022
212627,2022
255986,2022
244191,2022
176425,2022
192240,2022
250022,2022
208436,2022
181477,2022
214629,2022
251931,2022
209917,2022
258121,2022
257914,2022
234296,2022
231306,2022
178441,2022
220403,2022
152806,2022
162610,2022
208032,2022
258135,2022
143655,2022
258488,2022
191598,2022
904756,2022
131916,2017
171944,2017
