dbkey,audit_year
222740,2019
17874,2020
204005,2020
191159,2020
170786,2021
229054,2021
250210,2021
240535,2017
188579,2021
204724,2021
187283,2021
191788,2022
134750,2016
189543,2017
147758,2017
132239,2018
150367,2018
177018,2021
200157,2021
253719,2022
191786,2022
240934,2016
187736,2016
208308,2017
189687,2018
152759,2018
56585,2019
243348,2020
152574,2021
181054,2022
8851,2016
180127,2016
108096,2017
177159,2017
155932,2017
187661,2020
207318,2022
147111,2017
212631,2018
171124,2019
150609,2020
147758,2016
158078,2016
150489,2016
177400,2019
249252,2019
133572,2020
137797,2021
186565,2021
114174,2022
161163,2016
111783,2017
167280,2018
166842,2018
166834,2018
181663,2018
166662,2021
116381,2022
109204,2022
152112,2017
187645,2018
160973,2019
164362,2020
147941,2016
160947,2016
192054,2021
100238,2022
2437,2016
94539,2018
166773,2018
87296,2017
186567,2018
155935,2018
181663,2020
232299,2022
132357,2017
196888,2020
180812,2022
147111,2016
131864,2017
70455,2021
187661,2018
250085,2021
111758,2016
189354,2018
161165,2022
190888,2021
130216,2022
111758,2017
190848,2022
195773,2022
176120,2021
246937,2016
186878,2017
205740,2017
133864,2019
194305,2020
189227,2020
189671,2022
191146,2022
156062,2021
190163,2022
161202,2017
202936,2018
143898,2016
186321,2018
169951,2021
115793,2016
171359,2019
147073,2021
205740,2016
75188,2018
148881,2019
193596,2021
125845,2018
187872,2016
170795,2021
182086,2017
184257,2018
161057,2017
161171,2022
177880,2016
193137,2021
198172,2021
189690,2022
161080,2016
155935,2022
187750,2021
161140,2016
161042,2017
161067,2017
147964,2019
135669,2021
131915,2017
189799,2020
161107,2017
81941,2020
111110,2020
161032,2017
171359,2018
158089,2021
129783,2022
161202,2016
171359,2020
181758,2019
161089,2016
137875,2021
166794,2022
192887,2016
130213,2017
132045,2018
182191,2017
131826,2017
187872,2017
3379,2017
131873,2016
65449,2022
131826,2018
212942,2022
181667,2019
130749,2018
175887,2020
181658,2020
137965,2022
147725,2021
171359,2017
181658,2022
138467,2017
134720,2020
237887,2022
188372,2022
181663,2021
181658,2016
181658,2021
181663,2017
129783,2018
193062,2020
193062,2017
152133,2017
181663,2016
171359,2016
63579,2020
118321,2016
147719,2020
170831,2017
131804,2017
211692,2020
146632,2022
180900,2022
35765,2018
180900,2021
136829,2016
15175,2018
25545,2016
219554,2019
141337,2019
138368,2019
164682,2019
206347,2019
246159,2020
154249,2020
144484,2020
194570,2021
148708,2021
239297,2021
206033,2021
162957,2022
242150,2022
244629,2022
105561,2019
192812,2019
248836,2019
223588,2019
194250,2019
81810,2019
35712,2019
135673,2019
246203,2019
138410,2019
211695,2019
243955,2019
249687,2019
208586,2019
177336,2019
232413,2019
186332,2019
213481,2019
158768,2019
233507,2019
53220,2019
95223,2019
245853,2019
30558,2020
200553,2020
249815,2020
252604,2020
256695,2020
171150,2020
171170,2020
251053,2020
186994,2020
171082,2020
102688,2020
251128,2020
11678,2020
230397,2020
136276,2020
252824,2020
91688,2020
161805,2020
131844,2020
235987,2020
196804,2020
161297,2020
246449,2020
25727,2020
21005,2020
131978,2020
119131,2020
208000,2020
241554,2020
249360,2020
129809,2020
313,2020
130204,2020
55860,2021
205103,2021
205541,2021
196597,2021
228286,2021
245506,2021
241491,2021
147743,2021
252104,2021
48987,2021
254977,2021
244891,2021
250045,2021
223855,2021
77427,2021
253621,2021
26131,2021
246542,2021
255441,2021
77932,2021
83716,2021
249360,2021
238126,2021
141966,2021
147973,2021
151594,2021
196207,2021
220979,2021
256331,2021
234022,2021
210151,2021
8526,2022
190316,2022
249120,2022
254103,2022
194335,2022
185929,2022
221846,2022
228259,2022
248768,2022
153686,2022
259060,2022
233131,2022
135791,2022
189772,2022
147084,2022
257664,2022
180929,2022
252986,2022
224118,2022
196283,2022
72641,2022
239085,2022
62590,2022
258226,2022
198573,2022
258011,2022
243458,2022
252566,2022
171944,2018
904650,2021
61410,2019
6348,2019
64332,2019
160196,2019
150003,2019
146605,2019
5982,2019
101232,2019
248692,2019
160749,2019
25511,2019
101294,2019
33900,2019
85330,2019
166588,2019
61612,2019
119271,2019
151731,2019
223983,2018
3008,2017
187355,2017
234878,2018
131594,2017
38141,2017
155834,2017
239057,2017
243612,2017
114495,2017
205148,2018
165504,2018
85763,2018
27643,2018
164346,2018
179198,2018
179551,2018
170139,2017
179363,2018
179361,2018
179558,2018
240578,2017
69041,2018
233490,2018
239473,2018
234743,2017
66214,2018
228981,2018
201672,2018
201039,2017
208320,2017
177754,2017
181494,2017
229886,2017
225001,2017
123541,2016
177877,2017
36101,2016
136325,2018
182069,2017
179272,2018
188402,2017
227433,2018
174516,2017
179591,2018
135998,2018
64655,2016
238189,2017
247897,2018
186612,2018
227668,2016
206142,2016
187566,2016
54768,2016
120051,2017
164737,2018
120267,2018
160193,2016
204858,2017
177919,2017
169355,2017
150048,2017
49508,2016
179660,2018
204843,2017
153106,2017
177835,2017
144069,2017
57590,2017
179597,2018
136699,2017
229103,2018
213972,2017
179265,2018
179290,2018
221285,2017
214225,2018
132082,2017
185706,2017
5865,2018
247583,2017
179240,2018
177356,2017
220052,2017
246845,2018
247856,2018
26012,2018
209841,2017
3659,2017
179267,2018
179372,2018
179369,2018
164319,2018
147045,2018
179271,2017
243996,2017
177993,2017
183829,2017
215301,2018
215892,2017
95993,2018
177925,2017
227642,2017
134944,2017
91989,2017
216575,2017
152086,2017
154042,2017
177936,2017
205770,2018
165467,2018
211645,2017
201383,2017
111012,2017
239644,2018
205036,2018
179292,2018
93943,2017
191791,2017
191784,2017
191116,2017
244303,2017
164389,2017
197932,2017
118330,2018
244693,2017
242586,2017
215956,2017
227101,2016
230503,2018
246207,2017
222140,2016
160805,2016
209740,2018
227271,2016
200941,2016
190761,2017
219328,2016
193631,2017
186639,2017
202585,2016
38553,2016
176357,2016
95258,2016
35877,2016
179663,2016
186507,2016
86973,2016
132247,2016
236543,2016
230363,2016
228496,2016
200730,2016
128399,2016
221796,2016
186855,2016
191871,2016
142030,2016
179359,2016
219855,2016
136162,2016
96074,2016
238336,2016
230371,2016
166685,2016
163887,2016
232779,2016
192794,2016
244983,2016
155756,2016
230448,2016
159782,2016
221331,2016
191516,2016
223655,2016
199628,2016
173305,2016
131847,2016
162489,2016
18903,2016
152762,2016
99406,2016
174600,2016
243734,2016
197454,2016
193318,2016
116086,2016
88676,2016
237007,2016
165563,2022
203473,2022
212317,2022
165750,2022
258918,2022
256749,2022
195907,2022
141688,2022
142837,2021
187625,2021
141946,2022
189688,2022
177270,2021
211616,2019
165775,2020
141758,2019
209984,2019
165769,2019
227061,2018
34158,2021
228317,2022
247746,2022
34158,2022
15452,2021
15452,2022
71648,2022
71648,2021
15452,2020
71648,2020
30108,2020
34158,2020
243753,2019
15452,2019
34158,2019
204888,2022
244299,2021
134158,2017
134054,2017
137849,2017
227934,2017
227471,2017
189972,2017
25545,2017
133877,2017
15138,2017
147719,2017
134025,2017
133875,2017
131872,2017
182630,2017
134083,2017
134057,2017
134155,2017
72985,2017
133834,2017
134105,2017
133782,2017
147733,2017
134164,2017
134152,2017
134279,2017
134045,2017
202931,2017
217558,2017
134295,2017
133823,2017
134168,2017
133862,2017
237721,2017
134138,2017
38560,2018
188493,2018
242588,2018
38560,2017
188493,2017
242588,2017
185892,2018
227682,2016
231373,2016
219160,2016
154504,2016
144163,2016
170065,2016
151697,2016
181006,2016
184335,2016
246679,2017
59643,2016
238797,2016
142663,2016
118366,2019
120776,2019
238195,2022
197262,2019
245528,2019
214191,2016
119702,2016
49357,2016
151882,2016
148279,2016
72956,2017
234338,2018
120869,2017
213708,2017
246797,2017
192128,2021
130478,2018
186616,2017
161731,2018
192484,2017
228606,2017
232644,2017
232566,2017
185069,2017
197454,2018
230630,2017
192640,2017
137668,2017
246591,2017
152848,2017
230150,2016
205572,2021
173977,2021
173924,2020
173977,2020
110936,2022
110936,2021
240046,2020
205123,2019
45469,2021
45469,2022
250419,2021
250418,2020
45469,2020
250419,2020
229622,2020
111152,2020
111152,2019
250084,2021
250084,2022
111152,2022
214068,2022
170159,2022
141858,2021
111152,2021
187745,2020
141782,2020
205272,2019
250084,2020
172606,2020
203196,2019
247784,2022
225015,2022
182626,2021
200207,2021
199369,2020
175289,2019
191782,2019
43755,2019
183990,2019
252699,2020
221010,2017
207338,2017
6075,2017
133904,2017
194426,2017
56843,2017
29637,2017
246936,2017
196273,2017
70485,2020
187338,2021
250418,2021
173977,2022
187338,2022
174341,2021
110936,2020
250838,2020
141477,2021
228837,2022
141782,2022
242213,2022
242213,2021
141782,2021
152638,2016
182173,2021
141541,2021
230565,2021
230565,2020
142028,2022
86892,2021
183243,2021
245053,2021
203580,2022
37904,2021
183243,2022
39290,2022
211851,2022
138363,2022
39295,2022
43453,2022
39295,2021
39026,2022
39026,2021
211851,2021
195481,2021
43453,2021
39290,2021
138363,2021
251297,2020
197187,2019
39290,2020
248502,2020
43453,2020
186039,2020
36393,2020
245921,2020
187723,2020
39295,2020
172651,2020
241523,2020
241944,2020
241185,2020
39026,2020
11543,2020
183243,2020
186039,2021
37904,2020
18603,2019
191692,2019
247880,2020
86892,2020
138363,2020
211851,2020
165469,2019
165467,2019
246281,2019
43453,2019
118672,2019
241144,2019
138667,2019
248503,2020
30108,2019
39295,2019
138363,2019
211851,2019
204977,2019
182458,2019
183243,2019
136113,2019
186039,2019
110926,2019
187723,2019
165468,2019
229234,2019
37904,2019
165488,2019
200326,2019
86892,2019
39026,2019
216106,2019
249647,2019
241523,2019
203580,2019
145908,2019
200191,2020
215459,2020
120130,2021
216160,2021
138666,2021
258219,2022
130575,2022
131821,2022
133942,2022
137050,2022
144156,2022
155930,2022
178024,2022
182362,2022
182955,2022
199759,2022
199799,2022
221412,2022
225564,2022
232747,2022
238531,2022
245252,2022
250417,2022
256322,2022
257491,2022
258492,2022
4184,2022
66058,2022
7633,2022
133623,2022
133922,2022
133950,2022
133959,2022
134435,2022
136939,2022
144315,2022
158000,2022
158350,2022
162511,2022
170749,2022
171967,2022
180356,2022
181243,2022
182347,2022
183607,2022
183955,2022
184907,2022
192692,2022
193190,2022
198212,2022
205292,2022
213657,2022
226095,2022
228034,2022
233660,2022
243901,2022
258159,2022
259083,2022
48219,2022
184907,2021
186200,2021
187327,2021
133578,2021
144156,2021
158350,2021
170749,2021
180879,2021
197034,2021
199945,2021
208670,2021
246036,2021
246139,2021
248482,2021
248483,2021
251582,2021
254332,2021
255073,2021
257009,2021
258544,2021
7633,2021
904721,2021
130575,2021
131821,2021
131886,2021
132580,2021
128390,2020
134446,2020
144156,2020
144315,2020
156539,2020
180356,2020
184907,2020
18842,2020
193962,2020
195097,2020
198076,2020
200095,2020
211951,2020
215924,2020
238203,2020
239561,2020
240828,2020
242384,2020
243901,2020
249987,2020
250219,2020
250420,2020
250438,2020
250488,2020
250610,2020
250882,2020
250927,2020
251948,2020
252508,2020
254501,2020
130575,2020
141279,2020
158537,2020
174205,2020
182226,2020
182362,2020
191838,2020
199485,2020
224063,2020
228034,2020
244738,2020
249855,2020
250303,2020
250324,2020
250440,2020
250683,2020
250899,2020
251245,2020
252693,2020
254776,2020
256729,2020
66058,2020
66064,2020
66070,2020
7505,2020
904475,2020
129783,2019
132580,2019
136308,2019
162507,2019
131821,2019
147944,2019
180337,2019
182362,2019
183394,2019
184907,2019
188848,2019
193190,2019
196436,2019
197680,2019
208670,2019
211951,2019
223594,2019
238531,2019
245252,2019
249141,2019
249724,2019
250001,2019
251266,2019
251840,2019
136939,2021
144315,2021
155930,2021
162181,2021
182362,2021
193962,2021
194914,2021
199759,2021
208014,2021
221412,2021
221809,2021
251782,2021
252508,2021
252820,2021
252887,2021
254173,2021
254898,2021
255262,2021
255833,2021
256127,2021
904604,2021
170831,2019
185678,2019
18842,2019
192079,2019
201962,2019
250845,2019
250927,2019
251867,2019
256729,2019
162181,2020
162442,2019
59154,2020
177867,2019
183227,2019
149997,2019
234848,2019
189799,2019
243307,2020
207609,2021
211578,2017
211578,2016
200598,2022
169236,2016
160549,2022
169236,2018
160609,2022
97814,2021
97814,2019
160439,2022
19913,2022
219415,2020
250957,2020
36465,2019
169236,2017
19002,2022
97814,2022
128545,2021
231040,2019
34371,2021
232307,2022
212452,2021
97814,2020
98002,2017
61372,2017
213144,2019
9900,2019
9389,2019
220293,2019
98002,2018
255789,2022
252211,2022
232700,2022
179933,2021
252671,2021
250347,2020
227975,2020
227404,2019
240535,2018
231141,2019
184882,2017
201754,2017
97978,2018
245353,2016
201754,2016
256075,2021
242628,2021
254662,2022
237472,2018
242898,2021
231040,2021
231040,2020
250571,2020
88591,2020
98002,2020
195952,2020
185776,2019
246532,2018
105747,2018
98002,2019
226845,2016
237472,2017
246658,2017
219895,2017
244340,2017
224186,2016
175278,2016
238093,2016
198009,2016
203015,2021
234451,2020
234451,2019
96927,2020
176362,2020
205298,2018
186063,2017
148755,2016
77803,2021
78068,2022
87913,2018
237832,2020
126995,2017
25515,2020
80052,2018
87913,2019
127155,2017
87913,2016
2854,2019
237832,2019
2854,2021
2854,2020
237832,2018
179684,2021
77673,2017
25515,2018
191719,2021
150053,2020
134043,2019
188008,2021
201693,2018
188008,2020
188008,2018
188008,2019
147725,2022
81328,2021
133933,2019
198499,2020
125011,2020
181663,2019
243753,2018
218330,2017
195177,2021
249608,2022
246694,2017
68000,2017
91983,2016
133993,2019
87913,2017
206851,2019
134208,2021
133883,2022
68000,2020
210107,2016
118338,2018
170653,2017
201083,2016
5982,2020
197622,2022
134200,2021
5982,2021
245327,2017
131879,2021
68000,2019
68000,2021
93398,2018
93398,2017
131879,2022
68000,2022
120244,2022
119104,2018
195408,2016
25515,2019
245299,2016
25515,2021
15491,2021
179604,2020
224465,2018
42338,2020
63509,2017
97826,2016
237832,2017
251210,2020
182165,2022
171382,2019
184315,2019
205745,2021
181178,2017
132044,2022
136772,2019
249397,2020
32660,2016
202,2022
171424,2019
181178,2019
175013,2022
182926,2020
180985,2021
63579,2022
162412,2019
154226,2017
182454,2020
183764,2019
250736,2022
180900,2017
72985,2019
138590,2021
175013,2020
123466,2019
136772,2022
213388,2020
32660,2018
171977,2018
195724,2019
18081,2021
32660,2017
77883,2021
171421,2019
196737,2020
15175,2020
15175,2021
92331,2019
148727,2018
123694,2019
219107,2019
245476,2019
192928,2021
32660,2019
176851,2020
147719,2018
6735,2022
136772,2021
170808,2019
69267,2022
162405,2021
162405,2020
248888,2018
198478,2019
2131,2019
194793,2020
122370,2022
120172,2022
120172,2021
211897,2019
80598,2020
181758,2018
203870,2022
72948,2020
193986,2018
72948,2021
148729,2018
36348,2018
195222,2022
182396,2018
162405,2019
195222,2021
69267,2021
194704,2021
162405,2022
2961,2020
136308,2022
131847,2021
137921,2021
161052,2020
25395,2021
213388,2022
187424,2019
185929,2019
181661,2019
233569,2021
6735,2019
166795,2019
158391,2018
213388,2021
131807,2022
166054,2020
189972,2022
162414,2022
45510,2020
131847,2020
258457,2022
6735,2018
93230,2021
158380,2018
65449,2018
166054,2022
2961,2021
155652,2019
176088,2019
6735,2021
181758,2021
148751,2018
129783,2020
42780,2021
182884,2020
123694,2020
78408,2022
72712,2018
1465,2022
188084,2018
91200,2019
136063,2022
176379,2018
152133,2020
166019,2021
145856,2018
52086,2020
181667,2022
194305,2019
130209,2022
37861,2022
258472,2022
181554,2019
72105,2019
179223,2020
100050,2018
189201,2018
18064,2017
250736,2020
221192,2018
8827,2018
162411,2022
195537,2021
124244,2021
244592,2019
124244,2022
78063,2022
156529,2018
131871,2020
80286,2022
80286,2020
80286,2021
136521,2021
181554,2017
182074,2021
233569,2018
186914,2021
200449,2018
33299,2017
193947,2020
10724,2019
258431,2022
80286,2019
118676,2022
212928,2019
17157,2019
18565,2022
187507,2018
170309,2020
185800,2020
147731,2022
201412,2021
166477,2022
132057,2022
181658,2019
170804,2019
182968,2019
179867,2020
29193,2018
147731,2021
182191,2022
160989,2019
193634,2022
185929,2021
170831,2020
187704,2018
132155,2021
174986,2021
100050,2020
156972,2020
204769,2017
17122,2021
187317,2021
166399,2021
185800,2021
182755,2022
78063,2021
187704,2019
143605,2021
199484,2018
85608,2020
182454,2022
170263,2017
141524,2022
101742,2022
144797,2021
182916,2019
70282,2017
181427,2022
152133,2019
176394,2018
123466,2021
160969,2019
211695,2022
65853,2019
179712,2018
121369,2018
135840,2021
166670,2019
174778,2022
197909,2022
220190,2020
186438,2021
190313,2022
146779,2020
232373,2021
134126,2019
176254,2021
220190,2022
185406,2020
134136,2020
202341,2021
63212,2016
209451,2020
135760,2020
205106,2021
133895,2020
161094,2021
177931,2017
171698,2021
209663,2021
186474,2016
245496,2021
157629,2022
133870,2021
135828,2022
174774,2022
188181,2021
197194,2022
170805,2022
81346,2020
157844,2022
181050,2021
15322,2022
181657,2022
200266,2022
231939,2022
243857,2021
157792,2022
161067,2020
161151,2022
227662,2021
133911,2022
232433,2019
188065,2022
133911,2020
169988,2016
92979,2019
92979,2018
161027,2021
157786,2022
161177,2022
92979,2020
186157,2022
161042,2022
161032,2020
158417,2019
161018,2020
161067,2021
150467,2021
198496,2020
161018,2019
157757,2022
219566,2022
160998,2021
133767,2022
157852,2022
247901,2021
139184,2021
211897,2021
211897,2022
134122,2020
151697,2017
151697,2018
248480,2016
248480,2018
164868,2016
212625,2018
219129,2018
227927,2018
232762,2018
212625,2017
227927,2017
219113,2018
164868,2017
219129,2017
232762,2017
212625,2016
219129,2016
227927,2016
232762,2016
223003,2016
181006,2017
214191,2018
243110,2018
141321,2017
214191,2017
223003,2018
38675,2018
108177,2018
125014,2018
209721,2018
218813,2018
209721,2017
191960,2018
216877,2017
202715,2018
216877,2018
164912,2017
249560,2018
218813,2017
224092,2018
202715,2017
38675,2017
223003,2017
151882,2017
68500,2016
164912,2016
202715,2016
181423,2016
38675,2016
213293,2016
170120,2020
222514,2020
206360,2020
247298,2022
174545,2019
245949,2022
169637,2020
174271,2022
166556,2021
231060,2022
247713,2022
188608,2020
249073,2020
257557,2022
166559,2021
186212,2021
253539,2020
207099,2022
171671,2022
96959,2019
182940,2022
247095,2022
161152,2022
133605,2021
186212,2022
249737,2019
257848,2021
193581,2019
242983,2020
166039,2021
165674,2020
166480,2022
223389,2022
133605,2022
204031,2022
197909,2019
249439,2020
162437,2022
146779,2019
49685,2022
195929,2021
249439,2019
250934,2020
166761,2021
133602,2022
166761,2022
157547,2021
166536,2021
192862,2021
187723,2021
166604,2021
131902,2019
197909,2020
238203,2019
195487,2022
160983,2020
161186,2021
160989,2022
157850,2022
249505,2019
133882,2021
204417,2022
161082,2021
229253,2020
161093,2019
157784,2022
160946,2021
161160,2020
161089,2021
219113,2017
219113,2016
202121,2016
181006,2018
177452,2017
217833,2017
218813,2016
224092,2017
221304,2018
29466,2017
164882,2016
234631,2021
141226,2019
246870,2022
232386,2019
157761,2022
170349,2019
170349,2020
205409,2021
136080,2019
249073,2019
141542,2022
3830,2022
206688,2020
205409,2020
185443,2021
245887,2022
161156,2022
174996,2020
177408,2018
176278,2022
193043,2016
144797,2020
158024,2019
108096,2020
45510,2022
220190,2021
242168,2018
224092,2016
161099,2021
248803,2022
232041,2022
205536,2022
223716,2022
230486,2021
157642,2021
145507,2019
242181,2021
14842,2021
134269,2021
231945,2022
226279,2019
160498,2021
54219,2021
144373,2022
19530,2021
177052,2020
161166,2021
158396,2018
161075,2021
137901,2018
86512,2022
196861,2017
164845,2017
154077,2019
162449,2018
135829,2022
252761,2021
250108,2022
236889,2020
191833,2019
133943,2019
133870,2020
197291,2021
175159,2021
252076,2021
190779,2022
133870,2019
236161,2020
131876,2016
188059,2022
188059,2021
133827,2022
133937,2019
133828,2022
134142,2022
133937,2022
133845,2021
136123,2019
241521,2019
133937,2020
134077,2021
188059,2020
232604,2022
134144,2020
176289,2022
216437,2018
186480,2022
186661,2020
206178,2022
187886,2018
185341,2021
240953,2019
187338,2019
134096,2022
134580,2022
255765,2022
193543,2022
186388,2020
181086,2022
134142,2021
133886,2022
157646,2021
133950,2019
133557,2019
134586,2022
134144,2022
134130,2019
201641,2020
134130,2020
134045,2022
197291,2020
134142,2019
241356,2020
133943,2022
133845,2020
134045,2020
133882,2020
133885,2019
133845,2022
160178,2022
182678,2019
133943,2020
134139,2020
156039,2019
258861,2022
176362,2018
244461,2022
135836,2020
151898,2021
1815,2022
134139,2019
134431,2020
134586,2019
134096,2019
44083,2021
133885,2022
133882,2019
188059,2019
133882,2022
157481,2021
161129,2022
2619,2020
134431,2019
133950,2020
157662,2021
86512,2021
134431,2022
141785,2022
237824,2021
134132,2021
133885,2020
197909,2021
201528,2021
242303,2019
242303,2020
134104,2021
145635,2019
247711,2019
134048,2021
134182,2022
134136,2019
134182,2020
134146,2022
133830,2019
187036,2021
188608,2022
134096,2020
193698,2018
247972,2021
223527,2020
223527,2021
201017,2021
133830,2020
233179,2019
157663,2021
176283,2022
156590,2022
157507,2020
133839,2022
134092,2020
144816,2020
151705,2020
133911,2019
258552,2021
161070,2021
92997,2022
244898,2021
237824,2022
131874,2021
146878,2022
134136,2021
134136,2022
134104,2020
196951,2022
134142,2020
134048,2022
144816,2019
197291,2022
230344,2020
176362,2016
211695,2021
230344,2021
135840,2020
249505,2022
158405,2018
186157,2021
132225,2021
205143,2022
195146,2019
157472,2021
207821,2020
134092,2019
157670,2022
134402,2022
157448,2022
156753,2021
134132,2020
156753,2019
131874,2022
91317,2018
197070,2019
176362,2017
200579,2018
